,Host City,Host Country,Year,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal Type,Country
24516,Sydney,Australia,2000,Hockey,Hockey,"JEON, Jong-Ha",KOR,Men,hockey,M,Silver,"Korea, South"
24517,Sydney,Australia,2000,Hockey,Hockey,"JI, Seong-Hwan",KOR,Men,hockey,M,Silver,"Korea, South"
24518,Sydney,Australia,2000,Hockey,Hockey,"KANG, Keon-Wook",KOR,Men,hockey,M,Silver,"Korea, South"
24519,Sydney,Australia,2000,Hockey,Hockey,"KIM, Chel-Hwan",KOR,Men,hockey,M,Silver,"Korea, South"
24520,Sydney,Australia,2000,Hockey,Hockey,"KIM, Jung-Chul",KOR,Men,hockey,M,Silver,"Korea, South"
24521,Sydney,Australia,2000,Hockey,Hockey,"KIM, Kyung Seok",KOR,Men,hockey,M,Silver,"Korea, South"
24522,Sydney,Australia,2000,Hockey,Hockey,"KIM, Yong-Bae",KOR,Men,hockey,M,Silver,"Korea, South"
24523,Sydney,Australia,2000,Hockey,Hockey,"KIM, Yoon",KOR,Men,hockey,M,Silver,"Korea, South"
24524,Sydney,Australia,2000,Hockey,Hockey,"LIM, Jong-Chun",KOR,Men,hockey,M,Silver,"Korea, South"
24525,Sydney,Australia,2000,Hockey,Hockey,"LIM, Jung-Woo",KOR,Men,hockey,M,Silver,"Korea, South"
24526,Sydney,Australia,2000,Hockey,Hockey,"SEO, Jong-Ho",KOR,Men,hockey,M,Silver,"Korea, South"
24527,Sydney,Australia,2000,Hockey,Hockey,"SONG, Seung-Tae",KOR,Men,hockey,M,Silver,"Korea, South"
24528,Sydney,Australia,2000,Hockey,Hockey,"YEO, Woon-Kon",KOR,Men,hockey,M,Silver,"Korea, South"
24529,Sydney,Australia,2000,Hockey,Hockey,"BOOIJ, Minke",NED,Women,hockey,W,Bronze,Netherlands
24530,Sydney,Australia,2000,Hockey,Hockey,"BOOMGAARDT, Ageeth",NED,Women,hockey,W,Bronze,Netherlands
24531,Sydney,Australia,2000,Hockey,Hockey,"DEITERS, Julie",NED,Women,hockey,W,Bronze,Netherlands
24532,Sydney,Australia,2000,Hockey,Hockey,"DONNERS, Wilhelmina",NED,Women,hockey,W,Bronze,Netherlands
24533,Sydney,Australia,2000,Hockey,Hockey,"MOREIRA DE MELO, Fatima",NED,Women,hockey,W,Bronze,Netherlands
24534,Sydney,Australia,2000,Hockey,Hockey,"SINNIGE, Clarinda",NED,Women,hockey,W,Bronze,Netherlands
24535,Sydney,Australia,2000,Hockey,Hockey,"SMABERS, Hanneke",NED,Women,hockey,W,Bronze,Netherlands
24536,Sydney,Australia,2000,Hockey,Hockey,"SMABERS, Minke",NED,Women,hockey,W,Bronze,Netherlands
24537,Sydney,Australia,2000,Hockey,Hockey,"TEEUWEN, Josepha",NED,Women,hockey,W,Bronze,Netherlands
24538,Sydney,Australia,2000,Hockey,Hockey,"THATE, Carole",NED,Women,hockey,W,Bronze,Netherlands
24539,Sydney,Australia,2000,Hockey,Hockey,"TOUW, Daphne",NED,Women,hockey,W,Bronze,Netherlands
24540,Sydney,Australia,2000,Hockey,Hockey,"VAN DE KIEFT, Fleur",NED,Women,hockey,W,Bronze,Netherlands
24541,Sydney,Australia,2000,Hockey,Hockey,"VAN DEN BOOGAARD, Dillianne",NED,Women,hockey,W,Bronze,Netherlands
24542,Sydney,Australia,2000,Hockey,Hockey,"VAN DER VAART, Macha",NED,Women,hockey,W,Bronze,Netherlands
24543,Sydney,Australia,2000,Hockey,Hockey,"VAN DER WIELEN, Suzan",NED,Women,hockey,W,Bronze,Netherlands
24544,Sydney,Australia,2000,Hockey,Hockey,"VEENSTRA, Myrna",NED,Women,hockey,W,Bronze,Netherlands
24545,Sydney,Australia,2000,Hockey,Hockey,"ALLEN, Katie",AUS,Women,hockey,W,Gold,Australia
24546,Sydney,Australia,2000,Hockey,Hockey,"ANNAN, Alyson",AUS,Women,hockey,W,Gold,Australia
24547,Sydney,Australia,2000,Hockey,Hockey,"CARRUTHERS, Lisa",AUS,Women,hockey,W,Gold,Australia
24548,Sydney,Australia,2000,Hockey,Hockey,"FARRELL, Renita",AUS,Women,hockey,W,Gold,Australia
24549,Sydney,Australia,2000,Hockey,Hockey,"HASLAM, Juliet",AUS,Women,hockey,W,Gold,Australia
24550,Sydney,Australia,2000,Hockey,Hockey,"HAWKES, Rechelle",AUS,Women,hockey,W,Gold,Australia
24551,Sydney,Australia,2000,Hockey,Hockey,"HUDSON, Nicole",AUS,Women,hockey,W,Gold,Australia
24552,Sydney,Australia,2000,Hockey,Hockey,"IMISON, Rachel",AUS,Women,hockey,W,Gold,Australia
24553,Sydney,Australia,2000,Hockey,Hockey,"MAITLAND, Clover",AUS,Women,hockey,W,Gold,Australia
24554,Sydney,Australia,2000,Hockey,Hockey,"MITCHELL-TAVERNER, Claire",AUS,Women,hockey,W,Gold,Australia
24555,Sydney,Australia,2000,Hockey,Hockey,"MORRIS, Jenny",AUS,Women,hockey,W,Gold,Australia
24556,Sydney,Australia,2000,Hockey,Hockey,"PEEK, Alison Louise",AUS,Women,hockey,W,Gold,Australia
24557,Sydney,Australia,2000,Hockey,Hockey,"POWELL, Katrina",AUS,Women,hockey,W,Gold,Australia
24558,Sydney,Australia,2000,Hockey,Hockey,"SKIRVING, Angie",AUS,Women,hockey,W,Gold,Australia
24559,Sydney,Australia,2000,Hockey,Hockey,"STARRE, Katie",AUS,Women,hockey,W,Gold,Australia
24560,Sydney,Australia,2000,Hockey,Hockey,"TOWERS, Julie",AUS,Women,hockey,W,Gold,Australia
24561,Sydney,Australia,2000,Hockey,Hockey,"AICEGA, Magdalena",ARG,Women,hockey,W,Silver,Argentina
24562,Sydney,Australia,2000,Hockey,Hockey,"ANTONISKA, Mariela",ARG,Women,hockey,W,Silver,Argentina
24563,Sydney,Australia,2000,Hockey,Hockey,"ARRONDO, Ines",ARG,Women,hockey,W,Silver,Argentina
24564,Sydney,Australia,2000,Hockey,Hockey,"AYMAR, Luciana",ARG,Women,hockey,W,Silver,Argentina
24565,Sydney,Australia,2000,Hockey,Hockey,"FERRARI, Maria Paz",ARG,Women,hockey,W,Silver,Argentina
24566,Sydney,Australia,2000,Hockey,Hockey,"GAMBERO, Ana",ARG,Women,hockey,W,Silver,Argentina
24567,Sydney,Australia,2000,Hockey,Hockey,"GARCIA, Agustina",ARG,Women,hockey,W,Silver,Argentina
24568,Sydney,Australia,2000,Hockey,Hockey,"HERNANDEZ, Maria de la Paz",ARG,Women,hockey,W,Silver,Argentina
24569,Sydney,Australia,2000,Hockey,Hockey,"MAIZTEGUI, Laura",ARG,Women,hockey,W,Silver,Argentina
24570,Sydney,Australia,2000,Hockey,Hockey,"MARGALOT, Mercedes",ARG,Women,hockey,W,Silver,Argentina
24571,Sydney,Australia,2000,Hockey,Hockey,"MASOTTA, Paula Karina",ARG,Women,hockey,W,Silver,Argentina
24572,Sydney,Australia,2000,Hockey,Hockey,"ONETO, Vanina Paula",ARG,Women,hockey,W,Silver,Argentina
24573,Sydney,Australia,2000,Hockey,Hockey,"RIMOLDI PUIG, Jorgelina",ARG,Women,hockey,W,Silver,Argentina
24574,Sydney,Australia,2000,Hockey,Hockey,"ROGNONI, Maria Cecilia",ARG,Women,hockey,W,Silver,Argentina
24575,Sydney,Australia,2000,Hockey,Hockey,"STEPNIK, Ayelen Iara",ARG,Women,hockey,W,Silver,Argentina
24576,Sydney,Australia,2000,Hockey,Hockey,"VUKOJICIC, Paola",ARG,Women,hockey,W,Silver,Argentina
24577,Sydney,Australia,2000,Judo,Judo,"GRADANTE, Anna-Maria",GER,Women,- 48kg (extra-lightweight),W,Bronze,Germany
24578,Sydney,Australia,2000,Judo,Judo,"SIMONS, Ann",BEL,Women,- 48kg (extra-lightweight),W,Bronze,Belgium
24579,Sydney,Australia,2000,Judo,Judo,"TANI, Ryoko",JPN,Women,- 48kg (extra-lightweight),W,Gold,Japan
24580,Sydney,Australia,2000,Judo,Judo,"BROULETOVA, Lioubov",RUS,Women,- 48kg (extra-lightweight),W,Silver,Russia
24581,Sydney,Australia,2000,Judo,Judo,"POULOT RAMOS, Manolo",CUB,Men,- 60 kg,M,Bronze,Cuba
24582,Sydney,Australia,2000,Judo,Judo,"SMAGULOV, Aidyn",KGZ,Men,- 60 kg,M,Bronze,Kyrgyzstan
24583,Sydney,Australia,2000,Judo,Judo,"NOMURA, Tadahiro",JPN,Men,- 60 kg,M,Gold,Japan
24584,Sydney,Australia,2000,Judo,Judo,"JUNG, Bu-Kyung",KOR,Men,- 60 kg,M,Silver,"Korea, South"
24585,Sydney,Australia,2000,Judo,Judo,"PERTELSON, Indrek",EST,Men,+ 100kg (heavyweight),M,Bronze,Estonia
24586,Sydney,Australia,2000,Judo,Judo,"TMENOV, Tamerlan",RUS,Men,+ 100kg (heavyweight),M,Bronze,Russia
24587,Sydney,Australia,2000,Judo,Judo,"DOUILLET, David",FRA,Men,+ 100kg (heavyweight),M,Gold,France
24588,Sydney,Australia,2000,Judo,Judo,"SHINOHARA, Shinichi",JPN,Men,+ 100kg (heavyweight),M,Silver,Japan
24589,Sydney,Australia,2000,Judo,Judo,"KIM, Seon-Young",KOR,Women,+ 78kg (heavyweight),W,Bronze,"Korea, South"
24590,Sydney,Australia,2000,Judo,Judo,"YAMASHITA, Mayumi",JPN,Women,+ 78kg (heavyweight),W,Bronze,Japan
24591,Sydney,Australia,2000,Judo,Judo,"YUAN, Hua",CHN,Women,+ 78kg (heavyweight),W,Gold,China
24592,Sydney,Australia,2000,Judo,Judo,"BELTRAN, Daima Mayelis",CUB,Women,+ 78kg (heavyweight),W,Silver,Cuba
24593,Sydney,Australia,2000,Judo,Judo,"KYE, Sun Hui",PRK,Women,48 - 52kg (half-lightweight),W,Bronze,"Korea, North"
24594,Sydney,Australia,2000,Judo,Judo,"LIU, Yuxiang",CHN,Women,48 - 52kg (half-lightweight),W,Bronze,China
24595,Sydney,Australia,2000,Judo,Judo,"VERDECIA, Legna",CUB,Women,48 - 52kg (half-lightweight),W,Gold,Cuba
24596,Sydney,Australia,2000,Judo,Judo,"NARAZAKI, Noriko",JPN,Women,48 - 52kg (half-lightweight),W,Silver,Japan
24597,Sydney,Australia,2000,Judo,Judo,"KUSAKABE, Kie",JPN,Women,52 - 57kg (lightweight),W,Bronze,Japan
24598,Sydney,Australia,2000,Judo,Judo,"PEKLI, Maria",AUS,Women,52 - 57kg (lightweight),W,Bronze,Australia
24599,Sydney,Australia,2000,Judo,Judo,"FERNANDEZ, Isabel",ESP,Women,52 - 57kg (lightweight),W,Gold,Spain
24600,Sydney,Australia,2000,Judo,Judo,"GONZALEZ, Driulys",CUB,Women,52 - 57kg (lightweight),W,Silver,Cuba
24601,Sydney,Australia,2000,Judo,Judo,"JUNG, Sung-Sook",KOR,Women,57 - 63kg (half-middleweight),W,Bronze,"Korea, South"
24602,Sydney,Australia,2000,Judo,Judo,"VANDECAVEYE, Gella",BEL,Women,57 - 63kg (half-middleweight),W,Bronze,Belgium
24603,Sydney,Australia,2000,Judo,Judo,"VANDENHENDE, Severine",FRA,Women,57 - 63kg (half-middleweight),W,Gold,France
24604,Sydney,Australia,2000,Judo,Judo,"LI, Shufang",CHN,Women,57 - 63kg (half-middleweight),W,Silver,China
24605,Sydney,Australia,2000,Judo,Judo,"GIOVINAZZO, Girolamo",ITA,Men,60 - 66kg (half-lightweight),M,Bronze,Italy
24606,Sydney,Australia,2000,Judo,Judo,"VAZAGASHVILI, Giorgi",GEO,Men,60 - 66kg (half-lightweight),M,Bronze,Georgia
24607,Sydney,Australia,2000,Judo,Judo,"OZKAN, Huseyin",TUR,Men,60 - 66kg (half-lightweight),M,Gold,Turkey
24608,Sydney,Australia,2000,Judo,Judo,"BENBOUDAOUD, Larbi",FRA,Men,60 - 66kg (half-lightweight),M,Silver,France
24609,Sydney,Australia,2000,Judo,Judo,"CHO, Min-Sun",KOR,Women,63 - 70kg (middleweight),W,Bronze,"Korea, South"
24610,Sydney,Australia,2000,Judo,Judo,"SCAPIN, Ylenia",ITA,Women,63 - 70kg (middleweight),W,Bronze,Italy
24611,Sydney,Australia,2000,Judo,Judo,"VERANES, Sibelis",CUB,Women,63 - 70kg (middleweight),W,Gold,Cuba
24612,Sydney,Australia,2000,Judo,Judo,"HOWEY, Kate",GBR,Women,63 - 70kg (middleweight),W,Silver,United Kingdom
24613,Sydney,Australia,2000,Judo,Judo,"LARYUKOV, Anatoly",BLR,Men,66 - 73kg (lightweight),M,Bronze,Belarus
24614,Sydney,Australia,2000,Judo,Judo,"ZELONIJS, Vsevolods",LAT,Men,66 - 73kg (lightweight),M,Bronze,Latvia
24615,Sydney,Australia,2000,Judo,Judo,"MADDALONI, Giuseppe",ITA,Men,66 - 73kg (lightweight),M,Gold,Italy
24616,Sydney,Australia,2000,Judo,Judo,"CAMILO, Tiago",BRA,Men,66 - 73kg (lightweight),M,Silver,Brazil
24617,Sydney,Australia,2000,Judo,Judo,"PIERANTOZZI, Emanuela",ITA,Women,70 - 78kg (half-heavyweight),W,Bronze,Italy
24618,Sydney,Australia,2000,Judo,Judo,"RICHTER, Simona Marcela",ROU,Women,70 - 78kg (half-heavyweight),W,Bronze,Romania
24619,Sydney,Australia,2000,Judo,Judo,"TANG, Lin",CHN,Women,70 - 78kg (half-heavyweight),W,Gold,China
24620,Sydney,Australia,2000,Judo,Judo,"LEBRUN, Celine",FRA,Women,70 - 78kg (half-heavyweight),W,Silver,France
24621,Sydney,Australia,2000,Judo,Judo,"BUDOLIN, Aleksei",EST,Men,73 - 81kg (half-middleweight),M,Bronze,Estonia
24622,Sydney,Australia,2000,Judo,Judo,"DELGADO, Nuno",POR,Men,73 - 81kg (half-middleweight),M,Bronze,Portugal
24623,Sydney,Australia,2000,Judo,Judo,"TAKIMOTO, Makoto",JPN,Men,73 - 81kg (half-middleweight),M,Gold,Japan
24624,Sydney,Australia,2000,Judo,Judo,"CHO, In-Chul",KOR,Men,73 - 81kg (half-middleweight),M,Silver,"Korea, South"
24625,Sydney,Australia,2000,Judo,Judo,"DEMONTFAUCON, Frederic",FRA,Men,81 - 90kg (middleweight),M,Bronze,France
24626,Sydney,Australia,2000,Judo,Judo,"MASHURENKO, Ruslan",UKR,Men,81 - 90kg (middleweight),M,Bronze,Ukraine
24627,Sydney,Australia,2000,Judo,Judo,"HUIZINGA, Mark",NED,Men,81 - 90kg (middleweight),M,Gold,Netherlands
24628,Sydney,Australia,2000,Judo,Judo,"HONORATO, Carlos",BRA,Men,81 - 90kg (middleweight),M,Silver,Brazil
24629,Sydney,Australia,2000,Judo,Judo,"STEPKINE, Iouri",RUS,Men,90 - 100kg (half-heavyweight),M,Bronze,Russia
24630,Sydney,Australia,2000,Judo,Judo,"TRAINEAU, Stephane",FRA,Men,90 - 100kg (half-heavyweight),M,Bronze,France
24631,Sydney,Australia,2000,Judo,Judo,"INOUE, Kosei",JPN,Men,90 - 100kg (half-heavyweight),M,Gold,Japan
24632,Sydney,Australia,2000,Judo,Judo,"GILL, Nicolas",CAN,Men,90 - 100kg (half-heavyweight),M,Silver,Canada
24633,Sydney,Australia,2000,Modern Pentathlon,Modern Pentath.,"DOVGAL, Pavel",BLR,Men,Individual competition,M,Bronze,Belarus
24634,Sydney,Australia,2000,Modern Pentathlon,Modern Pentath.,"SVATKOVSKIY, Dmitri",RUS,Men,Individual competition,M,Gold,Russia
24635,Sydney,Australia,2000,Modern Pentathlon,Modern Pentath.,"BALOGH, Gabor",HUN,Men,Individual competition,M,Silver,Hungary
24636,Sydney,Australia,2000,Modern Pentathlon,Modern Pentath.,"ALLENBY, Kate",GBR,Women,Individual competition,W,Bronze,United Kingdom
24637,Sydney,Australia,2000,Modern Pentathlon,Modern Pentath.,"COOK, Stephanie",GBR,Women,Individual competition,W,Gold,United Kingdom
24638,Sydney,Australia,2000,Modern Pentathlon,Modern Pentath.,"DE RIEL, Emily",USA,Women,Individual competition,W,Silver,United States
24639,Sydney,Australia,2000,Rowing,Rowing,"LONG, Matthew",AUS,Men,coxless pair (2-),M,Bronze,Australia
24640,Sydney,Australia,2000,Rowing,Rowing,"TOMKINS, James",AUS,Men,coxless pair (2-),M,Bronze,Australia
24641,Sydney,Australia,2000,Rowing,Rowing,"ANDRIEUX, Michel",FRA,Men,coxless pair (2-),M,Gold,France
24642,Sydney,Australia,2000,Rowing,Rowing,"ROLLAND, Jean Christophe",FRA,Men,coxless pair (2-),M,Gold,France
24643,Sydney,Australia,2000,Rowing,Rowing,"BEA, Sebastian",USA,Men,coxless pair (2-),M,Silver,United States
24644,Sydney,Australia,2000,Rowing,Rowing,"MURPHY, Edward",USA,Men,coxless pair (2-),M,Silver,United States
24645,Sydney,Australia,2000,Rowing,Rowing,"CALABRESE, Giovanni",ITA,Men,double sculls (2x),M,Bronze,Italy
24646,Sydney,Australia,2000,Rowing,Rowing,"SARTORI, Nicola",ITA,Men,double sculls (2x),M,Bronze,Italy
24647,Sydney,Australia,2000,Rowing,Rowing,"COP, Iztok",SLO,Men,double sculls (2x),M,Gold,Slovenia
24648,Sydney,Australia,2000,Rowing,Rowing,"SPIK, Luka",SLO,Men,double sculls (2x),M,Gold,Slovenia
24649,Sydney,Australia,2000,Rowing,Rowing,"BEKKEN, Fredrik",NOR,Men,double sculls (2x),M,Silver,Norway
24650,Sydney,Australia,2000,Rowing,Rowing,"TUFTE, Olaf",NOR,Men,double sculls (2x),M,Silver,Norway
24651,Sydney,Australia,2000,Rowing,Rowing,"POPLAVSKAJA, Kristina",LTU,Women,double sculls (2x),W,Bronze,Lithuania
24652,Sydney,Australia,2000,Rowing,Rowing,"SAKICKIENE, Birute",LTU,Women,double sculls (2x),W,Bronze,Lithuania
24653,Sydney,Australia,2000,Rowing,Rowing,"BORON, Kathrin",GER,Women,double sculls (2x),W,Gold,Germany
24654,Sydney,Australia,2000,Rowing,Rowing,"THIEME, Jana",GER,Women,double sculls (2x),W,Gold,Germany
24655,Sydney,Australia,2000,Rowing,Rowing,"VAN DISHOECK, Pieta",NED,Women,double sculls (2x),W,Silver,Netherlands
24656,Sydney,Australia,2000,Rowing,Rowing,"VAN NES, Eeke",NED,Women,double sculls (2x),W,Silver,Netherlands
24657,Sydney,Australia,2000,Rowing,Rowing,"BORASKA, Igor",CRO,Men,eight with coxswain (8+),M,Bronze,Croatia
24658,Sydney,Australia,2000,Rowing,Rowing,"CULJAK, Kresimir",CRO,Men,eight with coxswain (8+),M,Bronze,Croatia
24659,Sydney,Australia,2000,Rowing,Rowing,"FRANCETIC, Igor",CRO,Men,eight with coxswain (8+),M,Bronze,Croatia
24660,Sydney,Australia,2000,Rowing,Rowing,"FRANKOVIC, Tihomir",CRO,Men,eight with coxswain (8+),M,Bronze,Croatia
24661,Sydney,Australia,2000,Rowing,Rowing,"PETRISKO, Silvijo",CRO,Men,eight with coxswain (8+),M,Bronze,Croatia
24662,Sydney,Australia,2000,Rowing,Rowing,"SKELIN, Niksa",CRO,Men,eight with coxswain (8+),M,Bronze,Croatia
24663,Sydney,Australia,2000,Rowing,Rowing,"SKELIN, Sinisa",CRO,Men,eight with coxswain (8+),M,Bronze,Croatia
24664,Sydney,Australia,2000,Rowing,Rowing,"SMOLJANOVIC, Tomislav",CRO,Men,eight with coxswain (8+),M,Bronze,Croatia
24665,Sydney,Australia,2000,Rowing,Rowing,"VUJEVIC, Branimir",CRO,Men,eight with coxswain (8+),M,Bronze,Croatia
24666,Sydney,Australia,2000,Rowing,Rowing,"ATTRILL, Louis",GBR,Men,eight with coxswain (8+),M,Gold,United Kingdom
24667,Sydney,Australia,2000,Rowing,Rowing,"DENNIS, Simon",GBR,Men,eight with coxswain (8+),M,Gold,United Kingdom
24668,Sydney,Australia,2000,Rowing,Rowing,"DOUGLAS, Rowley",GBR,Men,eight with coxswain (8+),M,Gold,United Kingdom
24669,Sydney,Australia,2000,Rowing,Rowing,"GRUBOR, Luka",GBR,Men,eight with coxswain (8+),M,Gold,United Kingdom
24670,Sydney,Australia,2000,Rowing,Rowing,"HUNT-DAVIS, Ben",GBR,Men,eight with coxswain (8+),M,Gold,United Kingdom
24671,Sydney,Australia,2000,Rowing,Rowing,"LINDSAY, Andrew",GBR,Men,eight with coxswain (8+),M,Gold,United Kingdom
24672,Sydney,Australia,2000,Rowing,Rowing,"SCARLETT, Fred",GBR,Men,eight with coxswain (8+),M,Gold,United Kingdom
24673,Sydney,Australia,2000,Rowing,Rowing,"TRAPMORE, Steve",GBR,Men,eight with coxswain (8+),M,Gold,United Kingdom
24674,Sydney,Australia,2000,Rowing,Rowing,"WEST, Kieran",GBR,Men,eight with coxswain (8+),M,Gold,United Kingdom
24675,Sydney,Australia,2000,Rowing,Rowing,"BURKE, Daniel",AUS,Men,eight with coxswain (8+),M,Silver,Australia
24676,Sydney,Australia,2000,Rowing,Rowing,"FERNANDEZ, Jaime",AUS,Men,eight with coxswain (8+),M,Silver,Australia
24677,Sydney,Australia,2000,Rowing,Rowing,"GORDON, Alastair",AUS,Men,eight with coxswain (8+),M,Silver,Australia
24678,Sydney,Australia,2000,Rowing,Rowing,"HAYMAN, Brett",AUS,Men,eight with coxswain (8+),M,Silver,Australia
24679,Sydney,Australia,2000,Rowing,Rowing,"JAHRLING, Rob",AUS,Men,eight with coxswain (8+),M,Silver,Australia
24680,Sydney,Australia,2000,Rowing,Rowing,"MCKAY, Mike",AUS,Men,eight with coxswain (8+),M,Silver,Australia
24681,Sydney,Australia,2000,Rowing,Rowing,"PORZIG, Nicholas",AUS,Men,eight with coxswain (8+),M,Silver,Australia
24682,Sydney,Australia,2000,Rowing,Rowing,"RYAN, Christian",AUS,Men,eight with coxswain (8+),M,Silver,Australia
24683,Sydney,Australia,2000,Rowing,Rowing,"WELCH, Stuart",AUS,Men,eight with coxswain (8+),M,Silver,Australia
24684,Sydney,Australia,2000,Rowing,Rowing,"ALEXANDER, Buffy",CAN,Women,eight with coxswain (8+),W,Bronze,Canada
24685,Sydney,Australia,2000,Rowing,Rowing,"BIESENTHAL, Laryssa",CAN,Women,eight with coxswain (8+),W,Bronze,Canada
24686,Sydney,Australia,2000,Rowing,Rowing,"DAVIS, Heather",CAN,Women,eight with coxswain (8+),W,Bronze,Canada
24687,Sydney,Australia,2000,Rowing,Rowing,"KORN, Alison",CAN,Women,eight with coxswain (8+),W,Bronze,Canada
24688,Sydney,Australia,2000,Rowing,Rowing,"LUKE, Theresa",CAN,Women,eight with coxswain (8+),W,Bronze,Canada
24689,Sydney,Australia,2000,Rowing,Rowing,"MCDERMID, Heather",CAN,Women,eight with coxswain (8+),W,Bronze,Canada
24690,Sydney,Australia,2000,Rowing,Rowing,"ROBINSON, Emma",CAN,Women,eight with coxswain (8+),W,Bronze,Canada
24691,Sydney,Australia,2000,Rowing,Rowing,"THOMPSON, Lesley Allison",CAN,Women,eight with coxswain (8+),W,Bronze,Canada
24692,Sydney,Australia,2000,Rowing,Rowing,"URBANIAK, Dorota",CAN,Women,eight with coxswain (8+),W,Bronze,Canada
24693,Sydney,Australia,2000,Rowing,Rowing,"ANDRUNACHE, Georgeta",ROU,Women,eight with coxswain (8+),W,Gold,Romania
24694,Sydney,Australia,2000,Rowing,Rowing,"COCHELEA, Veronica",ROU,Women,eight with coxswain (8+),W,Gold,Romania
24695,Sydney,Australia,2000,Rowing,Rowing,"DUMITRACHE, Maria Magdalena",ROU,Women,eight with coxswain (8+),W,Gold,Romania
24696,Sydney,Australia,2000,Rowing,Rowing,"GAFENCU, Liliana",ROU,Women,eight with coxswain (8+),W,Gold,Romania
24697,Sydney,Australia,2000,Rowing,Rowing,"GEORGESCU, Elena",ROU,Women,eight with coxswain (8+),W,Gold,Romania
24698,Sydney,Australia,2000,Rowing,Rowing,"IGNAT, Doina",ROU,Women,eight with coxswain (8+),W,Gold,Romania
24699,Sydney,Australia,2000,Rowing,Rowing,"LIPA, Elisabeta",ROU,Women,eight with coxswain (8+),W,Gold,Romania
24700,Sydney,Australia,2000,Rowing,Rowing,"OLTEANU, Ioana",ROU,Women,eight with coxswain (8+),W,Gold,Romania
24701,Sydney,Australia,2000,Rowing,Rowing,"SUSANU, Viorica",ROU,Women,eight with coxswain (8+),W,Gold,Romania
24702,Sydney,Australia,2000,Rowing,Rowing,"APPELDOORN, Tessa",NED,Women,eight with coxswain (8+),W,Silver,Netherlands
24703,Sydney,Australia,2000,Rowing,Rowing,"BEEK TER, Carin",NED,Women,eight with coxswain (8+),W,Silver,Netherlands
24704,Sydney,Australia,2000,Rowing,Rowing,"MEIJER, Elien",NED,Women,eight with coxswain (8+),W,Silver,Netherlands
24705,Sydney,Australia,2000,Rowing,Rowing,"PENNINX, Nelleke",NED,Women,eight with coxswain (8+),W,Silver,Netherlands
24706,Sydney,Australia,2000,Rowing,Rowing,"QUIK, Martijntje",NED,Women,eight with coxswain (8+),W,Silver,Netherlands
24707,Sydney,Australia,2000,Rowing,Rowing,"VAN DISHOECK, Pieta",NED,Women,eight with coxswain (8+),W,Silver,Netherlands
24708,Sydney,Australia,2000,Rowing,Rowing,"VAN NES, Eeke",NED,Women,eight with coxswain (8+),W,Silver,Netherlands
24709,Sydney,Australia,2000,Rowing,Rowing,"VENEMA, Anneke",NED,Women,eight with coxswain (8+),W,Silver,Netherlands
24710,Sydney,Australia,2000,Rowing,Rowing,"WESTERHOF, Marieke",NED,Women,eight with coxswain (8+),W,Silver,Netherlands
24711,Sydney,Australia,2000,Rowing,Rowing,"DODWELL, Ben Philip",AUS,Men,four without coxswain (4-),M,Bronze,Australia
24712,Sydney,Australia,2000,Rowing,Rowing,"HANSON, Boden Joseph",AUS,Men,four without coxswain (4-),M,Bronze,Australia
24713,Sydney,Australia,2000,Rowing,Rowing,"STEWART, Geoff",AUS,Men,four without coxswain (4-),M,Bronze,Australia
24714,Sydney,Australia,2000,Rowing,Rowing,"STEWART, James",AUS,Men,four without coxswain (4-),M,Bronze,Australia
24715,Sydney,Australia,2000,Rowing,Rowing,"CRACKNELL, James",GBR,Men,four without coxswain (4-),M,Gold,United Kingdom
24716,Sydney,Australia,2000,Rowing,Rowing,"FOSTER, Tim James",GBR,Men,four without coxswain (4-),M,Gold,United Kingdom
24717,Sydney,Australia,2000,Rowing,Rowing,"PINSENT, Matthew",GBR,Men,four without coxswain (4-),M,Gold,United Kingdom
24718,Sydney,Australia,2000,Rowing,Rowing,"REDGRAVE, Steven",GBR,Men,four without coxswain (4-),M,Gold,United Kingdom
24719,Sydney,Australia,2000,Rowing,Rowing,"CARBONCINI, Lorenzo",ITA,Men,four without coxswain (4-),M,Silver,Italy
24720,Sydney,Australia,2000,Rowing,Rowing,"DEI ROSSI, Riccardo",ITA,Men,four without coxswain (4-),M,Silver,Italy
24721,Sydney,Australia,2000,Rowing,Rowing,"MOLEA, Walter",ITA,Men,four without coxswain (4-),M,Silver,Italy
24722,Sydney,Australia,2000,Rowing,Rowing,"MORNATI, Carlo",ITA,Men,four without coxswain (4-),M,Silver,Italy
24723,Sydney,Australia,2000,Rowing,Rowing,"EBBESEN, Eskild Balschmidt",DEN,Men,lightweight coxless four (4-),M,Bronze,Denmark
24724,Sydney,Australia,2000,Rowing,Rowing,"EBERT, Thomas",DEN,Men,lightweight coxless four (4-),M,Bronze,Denmark
24725,Sydney,Australia,2000,Rowing,Rowing,"FEDDERSEN, Victor",DEN,Men,lightweight coxless four (4-),M,Bronze,Denmark
24726,Sydney,Australia,2000,Rowing,Rowing,"MADSEN, Soren",DEN,Men,lightweight coxless four (4-),M,Bronze,Denmark
24727,Sydney,Australia,2000,Rowing,Rowing,"BETTE, Jean-Christophe",FRA,Men,lightweight coxless four (4-),M,Gold,France
24728,Sydney,Australia,2000,Rowing,Rowing,"DORFMANN, Xavier",FRA,Men,lightweight coxless four (4-),M,Gold,France
